Age,Weight_kg,target_derm,age_squared,weight_zscore_by_breed,age_weight_interaction,breed_is_other,is_vaccinated,has_parasite_history,has_chronic_illness,has_allergies,has_skin_history,has_heart_history,has_dental_issues,has_kidney_history,has_surgery_history,no_previous_conditions,chronic_conditions_count,has_fever,has_diarrhea,has_weight_loss,has_pain,has_coughing,has_lethargy,has_weakness,has_vomiting,has_anorexia,has_sneezing,has_pains,has_loss_of_appetite,has_death,has_depression,has_lameness,has_nasal_discharge,has_uteria_inertia,has_fetopelvic_dispropotion,has_malpresentation,has_swelling,has_blindness,has_dehydration,has_dyspnea,has_difficulty_in_breathing,has_dullness,has_poor_appetite,has_skin_rashes,has_difficulty_breathing,has_emaciation,has_ruffled_feathers,gi_symptoms_count,respiratory_symptoms_count,systemic_symptoms_count,neurological_symptoms_count,dermatological_symptoms_count,total_symptoms_count,fever_and_diarrhea,fever_and_vomiting,weightloss_and_anorexia,pain_and_vomiting,coughing_and_sneezing,weakness_and_weightloss,breed_grouped_beagle,breed_grouped_boxer,breed_grouped_bulldog,breed_grouped_german shepherd,breed_grouped_golden retriever,breed_grouped_labrador retriever,breed_grouped_mixed breed,breed_grouped_poodle,breed_grouped_rottweiler,breed_grouped_yorkshire terrier,age_bucket_puppy,age_bucket_adult,age_bucket_senior,ruta_imagen
11.3,30.0,0,127.69,1.48909132362115,339.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\HEALTHY_043_jpg.rf.714cb0b3d61682281b24de482d51d503.jpg
10.2,10.3,0,104.04,-1.0943166256267218,105.06,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,train\Healthy\dogs_096_jpg.rf.22e968425da3b794b0477d11df173125.jpg
5.7,24.1,0,32.49,0.3108569320421601,137.37,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,train\Healthy\dogs_119_jpg.rf.6ca3950b0a8aaabf88633eae8c865aa3.jpg
2.2,23.1,0,4.840000000000001,0.2223865856875446,50.82000000000001,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_271_jpg.rf.faedfdf7548aeb2b35c5546de0f6f544.jpg
0.8,43.4,0,0.6400000000000001,1.4672468592971497,34.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,train\Healthy\Best-Dog-Collar-for-Sensitive-Skin-review_jpg.rf.d3d99996bc2589d76af7d5524d696422.jpg
13.9,28.9,0,193.21,-1.145004811996733,401.71,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\images-28_jpg.rf.8538206b735d09673db7f474949c9945.jpg
8.9,28.9,1,79.21000000000001,1.2585026801246124,257.21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,train\demodicosis\1-16-_png_jpg.rf.c23c02ac75cc472984fbf6f8385c16a5.jpg
5.0,35.7,1,25.0,0.2013075279844351,178.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Hypersensitivity\17_jpg.rf.63ea6253c6aa480938cc87d0854dfc4d.jpg
0.5,4.9,0,0.25,-0.6087244827295891,2.45,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,train\Healthy\dogs_119_jpg.rf.463b3366de4370db6f4f6c91924fb096.jpg
11.5,40.7,0,132.25,0.97809647835312,468.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\dogs_143_jpg.rf.879d3d9102a72794e411715b3bfa21fe.jpg
6.7,17.4,1,44.89,-1.1521967746119124,116.58,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,train\demodicosis\2024-05-13-134316_4_jpg.rf.316b5860fcf1fd8f291fce985ea65ed2.jpg
7.9,36.2,1,62.41,0.2789864230213036,285.98,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,1,1,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\ringworm\ringworm-121-_jpg.rf.43e1f0f2e3b0b55611ccb3d9498eb49b.jpg
9.0,41.2,0,81.0,0.998442934170412,370.8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\Healthy\Blog-Hero-1_jpg.rf.7f28e73ab60c6f9b38e214a07aeb2ee7.jpg
14.9,45.0,0,222.01,1.7554953195778542,670.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\dogs_025_jpg.rf.5e44be4e6ed567c481c7ea43408978b6.jpg
13.3,30.1,1,176.89,1.7105881682096544,400.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,train\Fungal_infections\fung5_jpg.rf.f118f53aa219eb92fb8eee1e0a8bd21d.jpg
0.5,29.5,1,0.25,1.3842783038499966,14.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,5,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,train\Hypersensitivity\15_jpg.rf.6e0816a68566fdbe9e79e507c103b81d.jpg
6.0,38.2,0,36.0,0.4739325747563121,229.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\dogs_160_jpg.rf.a94c3d93de245ed4f6d480e4e9507328.jpg
1.6,24.0,1,2.5600000000000005,0.3006745149576029,38.400000000000006,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,train\Fungal_infections\FUNGAL-INFECTION_005_png_jpg.rf.b7bedbd6491af54caf59a85afb2d11cf.jpg
6.1,29.6,0,37.21,-0.7463749914653606,180.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Healthy\images-1_jpg.rf.d1e130fe8ecebdefcfd637f093b1c3d3.jpg
1.0,27.4,0,1.0,-1.4152377435098935,27.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,train\Healthy\dogs_082_jpg.rf.d92adca3fc82f5333ccdca3e096e7f5a.jpg
14.6,7.7,0,213.16,0.8325688619490037,112.42,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,train\Healthy\629e20fa9b40083a59dcea34_Dog-zoomies_Hero_jpg.rf.20f8b2db91d4cd09875e1741067679b0.jpg
8.2,15.9,0,67.24,-1.3674419667926698,130.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_172_jpg.rf.faab0e30907c38d9ece9a51f42d703f4.jpg
8.2,8.8,0,67.24,1.3303450383486972,72.16,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,train\Healthy\dogs_169_jpg.rf.4889ff6a7b639614572bbc92cbb08c6a.jpg
12.8,3.2,1,163.84000000000003,-1.4837954419987347,40.96000000000001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,train\demodicosis\2024-05-13-162429_jpg.rf.150c0158954f643c25c145b5fa7deb3d.jpg
2.7,37.1,0,7.290000000000001,0.3923991923299738,100.17000000000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,0,0,0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\HEALTHY_022_jpg.rf.56660b7c205bf9ad7a24a78261fd8fd5.jpg
12.7,21.4,0,161.29,0.0359316707591177,271.78,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,train\Healthy\heal-the-gut-to-heal-the-skin-642781_1024x_jpg.rf.fcfab9a439f7509db54a9ed4bb5cac80.jpg
4.9,26.9,1,24.010000000000005,-1.501723112370131,131.81,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,5,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\demodicosis\scabies_123_png_jpg.rf.1b2c3c7f837041d0601b350a4812f8bb.jpg
3.7,37.4,1,13.69,0.3863151332445084,138.38,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,train\Dermatitis\HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000481_png_jpg.rf.ef2ea2377055cc2fbdc2b0da0b220e2e.jpg
1.6,28.6,0,2.5600000000000005,-1.0604813860679976,45.760000000000005,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,1,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\dogs_076_jpg.rf.6d6d29f7628beeed3b63e9da4b8abf99.jpg
0.8,33.1,0,0.6400000000000001,-0.2026227262072812,26.480000000000004,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,train\Healthy\Image_7_jpg.rf.6c914c1a155d800b0fc2a20b2289f885.jpg
13.3,7.5,0,176.89,0.7296193373291041,99.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,train\Healthy\dogs_211_jpg.rf.8b10d2744b02d3b54d2d1ecd031422cd.jpg
6.3,35.6,0,39.69,0.0193569299307587,224.28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\dogs_162_jpg.rf.80b5a8f9c4b1aa5b866b48c100c67ebd.jpg
13.5,15.8,1,182.25,-1.3892707884383049,213.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\ringworm\ringworm-99-_jpg.rf.d2f5c550a88d66d48077cb2f022169a2.jpg
6.6,33.6,0,43.56,-0.3303166430119744,221.76,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\pic68_jpg.rf.238c0476bc2399f7c2037f0302c55f65.jpg
1.7,22.5,0,2.89,0.1479382586892461,38.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,train\Healthy\HEALTHY_060_jpg.rf.6c4a814384975ab20b9a225ae66d0b97.jpg
2.7,27.1,1,7.290000000000001,-1.316872076373522,73.17,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Dermatitis\1000010749_x16_jpg.rf.8a21465386f7b27797b672e401e4a49e.jpg
9.5,38.3,0,90.25,0.5975117445743926,363.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,train\Healthy\pic11_jpg.rf.3beedc1a3e0ef3d64d1de990897ec0b2.jpg
7.6,15.0,1,57.76,-1.4996752455166114,114.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,train\ringworm\ringworm-74-_jpg.rf.6b8c3148f55917efc1fbde1fab3c5b9a.jpg
0.5,29.5,0,0.25,1.5830280325649018,14.75,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,train\Healthy\dogs_154_jpg.rf.db58f6ba38f4adf0394658b48e637e46.jpg
7.7,27.6,1,59.290000000000006,0.9859888287196148,212.52,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,train\ringworm\NEWR1_jpeg_jpg.rf.f04c5cdb892f5c7ca645d83fc9668035.jpg
13.5,32.7,0,182.25,-0.4604147188300598,441.4500000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\011_jpg.rf.b523d540704447fceeb2a3b8d8b626c0.jpg
5.4,4.5,0,29.160000000000004,-0.8146235319693882,24.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\Healthy\pic66_jpg.rf.52be3c7161e0364f41da849c707480d0.jpg
15.3,21.9,0,234.09000000000003,-0.0577126680545569,335.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_148_jpg.rf.ccf2551296608a34a7d0da9ff89ab5f0.jpg
14.9,37.4,0,222.01,0.3863151332445084,557.26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,train\Healthy\dogs_125_jpg.rf.17692d25f410c040a31a45d0f4c3ef35.jpg
12.6,40.4,0,158.76,0.8585735049933179,509.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,train\Healthy\images-5_jpg.rf.29b064ef3aadf2503f6cc58fc72b1ca2.jpg
10.2,28.2,0,104.04,-0.9638758975685928,287.64,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\dogs_162_jpg.rf.80b5a8f9c4b1aa5b866b48c100c67ebd.jpg
8.9,9.9,0,79.21000000000001,1.9650136327678984,88.11000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,train\Healthy\mota-ru-cute-dog-1477384405_jpg.rf.a9b675506bd30852784c1dbea73bf9d3.jpg
15.0,29.0,0,225.0,-0.839589665509603,435.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,5,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\pic34_jpg.rf.91d19e14241ccaf414cdb5190ae69e18.jpg
4.8,40.2,0,23.04,0.8236061476990453,192.96,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,1,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\pic8_jpg.rf.3a6aa4f153cb1889b32b27fadaed70d5.jpg
1.0,15.0,0,1.0,-1.5639013616033868,15.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,train\Healthy\Image_7_jpg.rf.c003aa01129a595db4dca86057dc62e0.jpg
4.9,42.4,0,24.010000000000005,1.208247077936051,207.76,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,train\Healthy\dogs_179_jpg.rf.6b0e0fce20042f31eca5168d9adb42cb.jpg
3.3,5.9,0,10.89,-0.159926391916348,19.47,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,train\Healthy\HEALTHY_021_jpg.rf.cddbb1dbbaf0178ae8be046ce1b9c6f6.jpg
1.9,6.8,0,3.61,0.3692960011594557,12.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,train\Healthy\images-55_jpg.rf.16214de54af17c2905f31425e24b7542.jpg
10.6,32.9,0,112.36,1.206909635483186,348.73999999999995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,train\Healthy\images-46_jpg.rf.b7a4af0d369713853287fe9b435e58e0.jpg
3.2,24.8,0,10.240000000000002,0.5838069700143426,79.36000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,train\Healthy\HEALTHY_023_jpg.rf.a92c48ee15d85a8be7f81fcfa39b808c.jpg
6.7,36.0,1,44.89,0.204379352772589,241.2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\ringworm\WIN_20240514_17_34_43_Pro_jpg.rf.c5454fdc5210c909a9d228869e193ec9.jpg
4.6,45.0,1,21.16,1.6461349756701886,207.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,train\Fungal_infections\pic84_jpg.rf.039fe2d258d5309c1310e2008fafd487.jpg
7.3,31.5,0,53.29,-0.4511951903252606,229.95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,train\Healthy\HEALTHY_006_jpg.rf.dc67bb8cc228c3e27e311280bc5dcdc2.jpg
10.7,30.0,0,114.48999999999998,1.6893281456021954,321.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_084_jpg.rf.2fcc85bf9d54b7eeca5190b0e904037f.jpg
0.5,4.9,0,0.25,-0.673813092007743,2.45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,train\Healthy\dogs_119_jpg.rf.463b3366de4370db6f4f6c91924fb096.jpg
13.1,17.1,0,171.61,-1.1054961070450469,224.01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,train\Healthy\dogs_255_jpg.rf.9ee2664b43a7f2a48b27f251a628974b.jpg
1.3,32.5,0,1.6900000000000002,-0.3938655912736345,42.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,5,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,train\Healthy\HEALTHY_006_jpg.rf.54ab882b8af1616d38686cda82a26db6.jpg
