AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,MedicalHistory_norm,Symptom_1_norm,Symptom_2_norm,Symptom_3_norm,Symptom_4_norm,Symptom_5_norm,target_derm
dog,golden retriever,2.9,25.0,parasite history,nible at their wool,lethargy,anorexia,weakness,weight loss,parasite history,nible at their wool,lethargy,anorexia,weakness,weight loss,0
dog,boxer,1.8,19.9,parasite history,lethargy,sneezing,weight loss,diarrhea,anorexia,parasite history,lethargy,sneezing,weight loss,diarrhea,anorexia,0
dog,boxer,1.9,20.3,not vaccinated,production of mucus,cough,anorexia,sneezing,sneezing,not vaccinated,production of mucus,cough,anorexia,sneezing,sneezing,0
dog,german shepherd,1.8,29.6,vaccinated,coughing,vomiting,fluffed feathers,lethargy,anorexia,vaccinated,coughing,vomiting,fluffed feathers,lethargy,anorexia,0
dog,golden retriever,1.7,33.7,skin conditions history,pain,diarrhea,pain,weight loss,hardness,skin conditions history,pain,diarrhea,pain,weight loss,hardness,1
dog,boxer,11.3,21.6,chronic illness,coughing,anorexia,weakness,most often none,sneezing,chronic illness,coughing,anorexia,weakness,most often none,sneezing,0
dog,german shepherd,8.6,40.2,previous kidney disease,flabby,lethargy,fever,weight loss,discharge from eyes,previous kidney disease,flabby,lethargy,fever,weight loss,discharge from eyes,0
dog,golden retriever,2.9,39.1,previous kidney disease,tiredness,weight loss,distended stomach,weakness,lethargy,previous kidney disease,tiredness,weight loss,distended stomach,weakness,lethargy,0
dog,labrador retriever,12.0,27.4,dental issues,pain,fever,anorexia,anorexia,pain,dental issues,pain,fever,anorexia,anorexia,pain,0
dog,mixed breed,6.1,5.9,vaccinated,nasal discharge,tiredness,swelling,fever,drooling,vaccinated,nasal discharge,tiredness,swelling,fever,drooling,0
dog,beagle,2.5,21.7,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss,0
dog,rottweiler,6.4,28.2,allergies,diarrhea,weakness,anorexia,pain,despression,allergies,diarrhea,weakness,anorexia,pain,despression,0
dog,yorkshire terrier,4.4,9.2,dental issues,yellow in beak,weakness,tail_bobbing,heavy breathing,sleeping excessively,dental issues,yellow in beak,weakness,tail_bobbing,heavy breathing,sleeping excessively,0
dog,beagle,9.2,22.9,skin conditions history,difficult in walking,fever,pain,excess salivary,wound lesion,skin conditions history,difficult in walking,fever,pain,excess salivary,wound lesion,1
dog,yorkshire terrier,11.3,5.6,parasite history,sneezing,oral lesion,pain,los of the ability to walk,diarrhea,parasite history,sneezing,oral lesion,pain,los of the ability to walk,diarrhea,1
dog,german shepherd,9.3,41.0,parasite history,weight loss,lethargy,weight loss,sneezing,fever,parasite history,weight loss,lethargy,weight loss,sneezing,fever,0
dog,golden retriever,8.3,34.8,dental issues,anorexia,weight loss,chest pain,fever,diarrhea,dental issues,anorexia,weight loss,chest pain,fever,diarrhea,0
dog,bulldog,2.7,18.1,previous kidney disease,fever,diarrhea,coughing,lethargy,blue eye,previous kidney disease,fever,diarrhea,coughing,lethargy,blue eye,0
dog,bulldog,5.5,17.6,vaccinated,convulsion,fever,trembling,distress,staggering,vaccinated,convulsion,fever,trembling,distress,staggering,0
dog,rottweiler,2.7,29.6,allergies,coughing,anorexia,vomiting,diarrhea,anorexia,allergies,coughing,anorexia,vomiting,diarrhea,anorexia,0
dog,boxer,9.2,16.9,chronic illness,anorexia,shallow breathing,pain,sneezing,pain,chronic illness,anorexia,shallow breathing,pain,sneezing,pain,0
dog,boxer,12.8,18.3,skin conditions history,nose picking,trauma,mild weakness,nosebleed,dry air,skin conditions history,nose picking,trauma,mild weakness,nosebleed,dry air,1
dog,boxer,3.5,24.5,not vaccinated,fever,difficulty in breathing,rub,coughing,sneezing,not vaccinated,fever,difficulty in breathing,rub,coughing,sneezing,0
dog,rottweiler,1.6,38.5,recent surgery,abortion,mummification,stillbirth,weak kids,pain,recent surgery,abortion,mummification,stillbirth,weak kids,pain,0
dog,boxer,15.0,24.7,dental issues,fever,sneezing,skin irritation,nosebleeds,weight loss,dental issues,fever,sneezing,skin irritation,nosebleeds,weight loss,1
dog,bulldog,1.6,25.9,skin conditions history,legness,paresis,coughing,weight loss,shortness of breath,skin conditions history,legness,paresis,coughing,weight loss,shortness of breath,1
dog,yorkshire terrier,1.5,3.8,recent surgery,fever,difficulty breathing,thrist and urination,lethargy,sneezing,recent surgery,fever,difficulty breathing,thrist and urination,lethargy,sneezing,0
dog,boxer,9.6,22.6,dental issues,pyrexia,oral lesion,swelling,lameness,death,dental issues,pyrexia,oral lesion,swelling,lameness,death,1
dog,boxer,3.3,13.6,not vaccinated,swelling of udder,change in milk,swollen,tender to touch,pain,not vaccinated,swelling of udder,change in milk,swollen,tender to touch,pain,0
dog,mixed breed,7.2,7.4,parasite history,grinding teeth,undigested in their feces,weight loss,anorexia,anorexia,parasite history,grinding teeth,undigested in their feces,weight loss,anorexia,anorexia,0
dog,golden retriever,6.0,31.2,previous kidney disease,lethargy,weight loss,weight loss,vomiting,pain,previous kidney disease,lethargy,weight loss,weight loss,vomiting,pain,0
dog,yorkshire terrier,11.5,3.3,allergies,dullness,fever,dullness,skin rashes,pains,allergies,dullness,fever,dullness,skin rashes,pains,1
dog,poodle,7.9,5.2,not vaccinated,anorexia,vomiting,anorexia,weight loss,pain,not vaccinated,anorexia,vomiting,anorexia,weight loss,pain,0
dog,bulldog,5.8,25.0,previous kidney disease,greenish-yellow nasal discharge,lack of pigmentation,sneezing,lethargy,pain on face,previous kidney disease,greenish-yellow nasal discharge,lack of pigmentation,sneezing,lethargy,pain on face,0
dog,boxer,13.4,22.3,recent surgery,changed gait,vomiting,lethargy,sneezing,diarrhea,recent surgery,changed gait,vomiting,lethargy,sneezing,diarrhea,0
dog,yorkshire terrier,0.5,6.1,chronic illness,fever,pain,diarrhea,discharge,diarrhea,chronic illness,fever,pain,diarrhea,discharge,diarrhea,0
dog,beagle,5.9,27.9,skin conditions history,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear,skin conditions history,fever,excession salivation,abnormal conformation,ulcerated muscle,ulcerated ear,1
dog,german shepherd,10.6,27.3,previous heart condition,egg production stops,broody behavior,loss of appetite,weight loss,constipation,previous heart condition,egg production stops,broody behavior,loss of appetite,weight loss,constipation,0
dog,golden retriever,2.1,45.0,chronic illness,weakness,sneezing,swollen,lethargy,fell unwell,chronic illness,weakness,sneezing,swollen,lethargy,felt unwell,0
dog,golden retriever,13.5,40.6,vaccinated,weakness,weakness,pain,darkened skin,vomiting,vaccinated,weakness,weakness,pain,darkened skin,vomiting,1
dog,golden retriever,14.2,37.0,dental issues,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,dental issues,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,0
dog,poodle,6.5,6.9,parasite history,coughing,anorexia,lack of vocalizations,anorexia,pain,parasite history,coughing,anorexia,lack of vocalizations,anorexia,pain,0
dog,boxer,14.9,14.6,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge,0
dog,boxer,2.2,20.4,skin conditions history,rapid heart rate,lethargy,vomiting,lethargy,anorexia,skin conditions history,rapid heart rate,lethargy,vomiting,lethargy,anorexia,1
dog,rottweiler,13.8,26.8,parasite history,diarrhea,fever,facial defects,pain,sneezing,parasite history,diarrhea,fever,facial defects,pain,sneezing,0
dog,yorkshire terrier,10.9,7.9,previous kidney disease,crusty eye lashes and matting of eyelashes,weakness,lethargy,diarrhea,sneezing,previous kidney disease,crusty eye lashes and matting of eyelashes,weakness,lethargy,diarrhea,sneezing,1
dog,poodle,11.5,6.9,skin conditions history,lethargy,weight loss,anorexia,vomiting,weight loss,skin conditions history,lethargy,weight loss,anorexia,vomiting,weight loss,1
dog,german shepherd,12.2,23.3,dental issues,weakness,dyspnea,fever,coughing,anorexia,dental issues,weakness,dyspnea,fever,coughing,anorexia,0
dog,poodle,6.4,5.5,vaccinated,fever,regurgitation of food,weakness,diarrhea,sneezing,vaccinated,fever,regurgitation of food,weakness,diarrhea,sneezing,0
dog,labrador retriever,15.0,35.3,not vaccinated,infected navels,sneezing,pain,sneezing,distended stomach,not vaccinated,infected navels,sneezing,pain,sneezing,distended stomach,0
dog,rottweiler,9.6,42.4,dental issues,coughing,weakness,weight loss,coughing,fever,dental issues,coughing,weakness,weight loss,coughing,fever,0
dog,beagle,7.1,26.7,allergies,coughing,sneezing,coughing,fever,pain,allergies,coughing,sneezing,coughing,fever,pain,0
dog,golden retriever,4.8,31.7,skin conditions history,diarrhea,occular discharge,watery faeces,coughing,vomiting,skin conditions history,diarrhea,occular discharge,watery faeces,coughing,vomiting,1
dog,bulldog,4.2,26.4,recent surgery,vomiting,eye ulcer,berberi,pain,weakness,recent surgery,vomiting,eye ulcer,berberi,pain,weakness,1
dog,beagle,2.5,27.4,recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression,recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression,0
dog,german shepherd,2.6,32.6,chronic illness,unable to exercise,difficulty breathing,fever,eye and skin change,poor appetite,chronic illness,unable to exercise,difficulty breathing,fever,eye and skin change,poor appetite,1
dog,mixed breed,8.6,12.9,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,skin conditions history,facial edema,dyspnea,conjuctivtis,weakness,pharyngitis,1
dog,poodle,5.1,3.6,previous heart condition,fever,fever,anorexia,fever,weakness,previous heart condition,fever,fever,anorexia,fever,weakness,0
dog,golden retriever,10.1,42.0,chronic illness,fatty stool,diarrhea,vomiting,weight loss,pain,chronic illness,fatty stool,diarrhea,vomiting,weight loss,pain,0
dog,beagle,7.7,30.0,skin conditions history,lethargy,coughing,gasping,vomiting,dizziness and fainting,skin conditions history,lethargy,coughing,gasping,vomiting,dizziness and fainting,1
dog,german shepherd,4.2,32.2,allergies,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,allergies,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,poodle,2.4,5.4,allergies,weakness,lethargy,stopped eat,weight loss,weakness,allergies,weakness,lethargy,stopped eat,weight loss,weakness,0
dog,poodle,9.4,4.3,dental issues,fever,weight loss,blue colored lip,fever,weight loss,dental issues,fever,weight loss,blue colored lip,fever,weight loss,0
dog,yorkshire terrier,2.3,5.4,dental issues,behaviour change,sneezing,discharge from eyes,fever,weight loss,dental issues,behaviour change,sneezing,discharge from eyes,fever,weight loss,0
dog,german shepherd,10.4,36.6,no previous conditions,diarrhea,labored breathing,lethargy,weight loss,weakness,no previous conditions,diarrhea,labored breathing,lethargy,weight loss,weakness,0
dog,german shepherd,1.4,37.7,no previous conditions,vomiting,vomiting,ruffled coat,anorexia,tiredness,no previous conditions,vomiting,vomiting,ruffled coat,anorexia,tiredness,0
dog,bulldog,7.3,28.2,allergies,haemorrhage,straw colored,abdominal pain,death,carcass decomposes,allergies,haemorrhage,straw colored,abdominal pain,death,carcass decomposes,0
dog,rottweiler,5.7,31.3,no previous conditions,anorexia,coughing,labored breathing,depression,dyspnea,no previous conditions,anorexia,coughing,labored breathing,depression,dyspnea,0
dog,boxer,0.9,20.0,no previous conditions,fever,nasal discharge,relunctance to move,salivation,depression,no previous conditions,fever,nasal discharge,relunctance to move,salivation,depression,0
dog,mixed breed,1.8,29.7,chronic illness,eye discharges,lameness,high body temperature,change their normal behaviour,nasal discharge,chronic illness,eye discharges,lameness,high body temperature,change their normal behaviour,nasal discharge,0
dog,labrador retriever,12.4,29.9,parasite history,diarrhoea,emaciation,loss in weight,loss of appetite,weakness,parasite history,diarrhoea,emaciation,loss in weight,loss of appetite,weakness,0
dog,golden retriever,4.9,42.4,previous kidney disease,pain,coughing,fever,weight loss,weight loss,previous kidney disease,pain,coughing,fever,weight loss,weight loss,0
dog,bulldog,0.7,17.1,vaccinated,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones,vaccinated,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones,0
dog,german shepherd,1.0,31.7,no previous conditions,poor wool,loss of appetite,lameness,small size,poor body condition,no previous conditions,poor wool,loss of appetite,lameness,small size,poor body condition,0
dog,mixed breed,6.7,7.8,previous kidney disease,flatulence,diarrhea with muscus,tensemus,pains,nose bleeds,previous kidney disease,flatulence,diarrhea with muscus,tensemus,pains,nose bleeds,0
dog,beagle,9.1,23.1,skin conditions history,fever,wound lesion,excess salivary,difficult in walking,pain,skin conditions history,fever,wound lesion,excess salivary,difficult in walking,pain,1
dog,german shepherd,6.7,32.1,previous kidney disease,weight loss,sneezing,weight loss,fever,pain,previous kidney disease,weight loss,sneezing,weight loss,fever,pain,0
dog,golden retriever,6.3,33.2,skin conditions history,vomiting,wheezing,pain,diarrhea,anorexia,skin conditions history,vomiting,wheezing,pain,diarrhea,anorexia,1
dog,bulldog,7.5,22.8,skin conditions history,anorexia,anorexia,vomiting,vomiting,holding limbs off the ground,skin conditions history,anorexia,anorexia,vomiting,vomiting,holding limbs off the ground,1
dog,mixed breed,6.8,30.6,recent surgery,diarrhea,lethargy,weight loss,weight loss,anorexia,recent surgery,diarrhea,lethargy,weight loss,weight loss,anorexia,0
dog,yorkshire terrier,4.6,8.6,parasite history,groosly enlarged,skin may thicken,convulsion,edematous,pains,parasite history,groosly enlarged,skin may thicken,convulsion,edematous,pains,1
dog,german shepherd,4.7,36.8,no previous conditions,vomiting,weakness,coughing,weight loss,weakness,no previous conditions,vomiting,weakness,coughing,weight loss,weakness,0
dog,bulldog,14.1,25.8,vaccinated,fever,anorexia,weakness,fever,diarrhea,vaccinated,fever,anorexia,weakness,fever,diarrhea,0
dog,german shepherd,9.7,36.5,recent surgery,lethargy,difficulty in breathing,coughing,dyspnea,nasal discharge,recent surgery,lethargy,difficulty in breathing,coughing,dyspnea,nasal discharge,0
dog,mixed breed,2.6,15.3,allergies,vomiting,weight loss,anorexia,sneezing,eye and skin change,allergies,vomiting,weight loss,anorexia,sneezing,eye and skin change,1
dog,boxer,9.3,15.0,not vaccinated,labored breathing,lethargy,lethargy,anorexia,vomiting,not vaccinated,labored breathing,lethargy,lethargy,anorexia,vomiting,0
dog,bulldog,0.7,15.7,vaccinated,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones,vaccinated,poor growth,short stature,enlargement of bones,lameness,weigth bearing long bones,0
dog,bulldog,15.0,16.3,allergies,weakness,ruffled coat,weakness,wool production,fever,allergies,weakness,ruffled coat,weakness,wool production,fever,0
dog,labrador retriever,4.4,33.5,no previous conditions,nausea,loss of appetite,vomiting,firm,distended stomach,no previous conditions,nausea,loss of appetite,vomiting,firm,distended stomach,0
dog,mixed breed,8.1,17.2,skin conditions history,inflammation,diarrhea,fever,diarrhea,diarrhea,skin conditions history,inflammation,diarrhea,fever,diarrhea,diarrhea,1
dog,poodle,8.1,7.0,parasite history,discharge,lethargy,round patches,lethargy,pain,parasite history,discharge,lethargy,round patches,lethargy,pain,0
dog,mixed breed,2.8,21.8,dental issues,lameness,holding limbs off the ground,wool production,decreased milk,weight loss,dental issues,lameness,holding limbs off the ground,wool production,decreased milk,weight loss,0
dog,golden retriever,14.7,34.6,dental issues,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,dental issues,fetopelvic dispropotion,uteria inertia,fast breathing,death,pains,0
dog,rottweiler,4.8,39.4,allergies,attempt to urinate,vomiting,anorexia,anorexia,sneezing,allergies,attempt to urinate,vomiting,anorexia,anorexia,sneezing,0
dog,labrador retriever,8.3,37.3,chronic illness,weakness,weakness,fever,weakness,pain,chronic illness,weakness,weakness,fever,weakness,pain,0
dog,yorkshire terrier,13.7,6.4,vaccinated,swelling on jaw,larynx,swelling,neck vein swelling,hoarseness,vaccinated,swelling on jaw,larynx,swelling,neck vein swelling,hoarseness,0
dog,bulldog,4.2,32.3,not vaccinated,vomiting,bloody diarrhea,lethargy,dehydration,anorexia,not vaccinated,vomiting,bloody diarrhea,lethargy,dehydration,anorexia,0
dog,rottweiler,11.4,26.6,skin conditions history,lesions in the nasal cavity,lesions on nose,nose bleeds,noisy breathing,lesions on nose,skin conditions history,lesions in the nasal cavity,lesions on nose,nose bleeds,noisy breathing,lesions on nose,1
dog,rottweiler,7.7,27.2,allergies,depression,pain,fever,bite other animals,attack,allergies,depression,pain,fever,bite other animals,attack,0
dog,german shepherd,5.6,27.5,dental issues,neck paralysis,pains,abdominal destention,weight loss,balance problem,dental issues,neck paralysis,pains,abdominal destention,weight loss,balance problem,0
dog,german shepherd,10.8,37.0,parasite history,sneezing,sneezing,weight loss,fever,diarrhea,parasite history,sneezing,sneezing,weight loss,fever,diarrhea,0
dog,yorkshire terrier,7.6,7.2,chronic illness,weakness,watery eyes,coughing,diarrhea,weight loss,chronic illness,weakness,watery eyes,coughing,diarrhea,weight loss,0
dog,poodle,4.1,9.4,dental issues,facial paralysis,diarrhea,anorexia,blood in stool,coughing,dental issues,facial paralysis,diarrhea,anorexia,blood in stool,coughing,0
dog,german shepherd,15.0,38.6,skin conditions history,stamping and pedding of hind eye,weight loss,pain,vomiting,coughing,skin conditions history,stamping and pedding of hind eye,weight loss,pain,vomiting,coughing,1
dog,yorkshire terrier,11.8,4.9,previous heart condition,fever,pox lession on skin,nasal discharge,skin reashes,mortality varies,previous heart condition,fever,pox lession on skin,nasal discharge,skin reashes,mortality varies,1
dog,poodle,13.1,4.2,no previous conditions,weight loss,weight loss,weakness,liver disease,short term lethargy,no previous conditions,weight loss,weight loss,weakness,liver disease,short term lethargy,0
dog,labrador retriever,0.5,33.2,skin conditions history,pain,weakness,scratching,coughing,vomiting,skin conditions history,pain,weakness,scratching,coughing,vomiting,1
dog,poodle,12.8,3.2,previous heart condition,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,previous heart condition,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas,1
dog,german shepherd,5.6,38.5,no previous conditions,pain,loss of wariness,diarrhea,sneezing,weight loss,no previous conditions,pain,loss of wariness,diarrhea,sneezing,weight loss,0
dog,bulldog,0.5,30.0,not vaccinated,jaw is dropped,weakness,weakness,weight loss,anorexia,not vaccinated,jaw is dropped,weakness,weakness,weight loss,anorexia,0
dog,poodle,7.8,8.3,previous kidney disease,weakness,weight loss,weight loss,fever,vomiting,previous kidney disease,weakness,weight loss,weight loss,fever,vomiting,0
dog,bulldog,8.1,27.7,parasite history,fever,inflamed nostrils,diarrhea,pain,enlarged skulls,parasite history,fever,inflamed nostrils,diarrhea,pain,enlarged skulls,0
dog,beagle,2.2,26.9,parasite history,normal appetite,diarrhea,swelling may occur under jaw,weight loss,drop in milk production,parasite history,normal appetite,diarrhea,swelling may occur under jaw,weight loss,drop in milk production,0
dog,mixed breed,1.5,28.8,no previous conditions,nosebleed,trauma,mild weakness,nose picking,dry air,no previous conditions,nosebleed,trauma,mild weakness,nose picking,dry air,0
dog,yorkshire terrier,5.6,5.9,dental issues,fever,anorexia,anorexia,anorexia,swelling  in the bite area,dental issues,fever,anorexia,anorexia,anorexia,swelling in the bite area,0
dog,boxer,4.4,30.0,parasite history,sneezing,weakness,fever,diarrhea,anorexia,parasite history,sneezing,weakness,fever,diarrhea,anorexia,0
dog,yorkshire terrier,14.7,5.8,recent surgery,forthy eye,swelling,weakness,torticollis,emaciation,recent surgery,forthy eye,swelling,weakness,torticollis,emaciation,0
dog,labrador retriever,7.9,31.4,chronic illness,coughing,anorexia,lethargy,sneezing,anorexia,chronic illness,coughing,anorexia,lethargy,sneezing,anorexia,0
dog,mixed breed,0.5,30.7,recent surgery,upset stomach,lethargy,sneezing,lethargy,fever,recent surgery,upset stomach,lethargy,sneezing,lethargy,fever,0
dog,boxer,0.5,27.2,no previous conditions,pain,weakness,lethargy,anorexia,fever,no previous conditions,pain,weakness,lethargy,anorexia,fever,0
dog,labrador retriever,11.6,40.6,recent surgery,limping,raw,flabby,sensitive to touch,skin colour change,recent surgery,limping,raw,flabby,sensitive to touch,skin colour change,1
dog,german shepherd,11.6,29.1,vaccinated,egg production stops,constipation,loss of appetite,broody behavior,weight loss,vaccinated,egg production stops,constipation,loss of appetite,broody behavior,weight loss,0
dog,beagle,8.2,28.5,not vaccinated,fever,weight loss,coughing,rectal bleeding,vomiting,not vaccinated,fever,weight loss,coughing,rectal bleeding,vomiting,0
dog,mixed breed,11.7,14.0,parasite history,dullness,stained wool,dirty,tail shaking,foul smelling,parasite history,dullness,stained wool,dirty,tail shaking,foul smelling,0
dog,boxer,9.4,26.0,dental issues,swelling on leg,anorexia,testical pain,coughing,fever,dental issues,swelling on leg,anorexia,testical pain,coughing,fever,0
dog,beagle,9.4,24.5,parasite history,pain,stop eating,lethargy,"bumps(black,grey or red)",coughing,parasite history,pain,stop eating,lethargy,"bumps(black,grey or red)",coughing,0
dog,poodle,5.7,7.1,parasite history,rapid pulse and heart rates,lethargy,thrist and urination,pain,vomiting,parasite history,rapid pulse and heart rates,lethargy,thrist and urination,pain,vomiting,0
dog,boxer,5.2,21.5,parasite history,anorexia,weakness,fever,diarrhea,diarrhea,parasite history,anorexia,weakness,fever,diarrhea,diarrhea,0
dog,golden retriever,10.1,41.8,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains,0
dog,golden retriever,12.4,30.0,vaccinated,fever,respiratory distress,mucous discharge,reduce feed,weight gain,vaccinated,fever,respiratory distress,mucous discharge,reduce feed,weight gain,0
dog,bulldog,9.1,21.4,skin conditions history,fever,diarrhea,depression,scratches,weight loss,skin conditions history,fever,diarrhea,depression,scratches,weight loss,1
dog,bulldog,13.9,24.4,not vaccinated,swelling,week legs,willnot run to jump,pain on leg,limping,not vaccinated,swelling,week legs,willnot run to jump,pain on leg,limping,0
dog,yorkshire terrier,13.1,7.6,no previous conditions,fever,weakened legs,los of the ability to walk,weight loss,lameness,no previous conditions,fever,weakened legs,los of the ability to walk,weight loss,lameness,0
dog,poodle,9.2,8.4,previous heart condition,vomiting,weight loss,sneezing,yellow eye,sneezing,previous heart condition,vomiting,weight loss,sneezing,yellow eye,sneezing,0
dog,yorkshire terrier,0.5,4.9,parasite history,diarrhea,weight loss,lethargy,pain,abortion,parasite history,diarrhea,weight loss,lethargy,pain,abortion,0
dog,yorkshire terrier,4.6,7.0,no previous conditions,weight loss,weakness,coughing,anorexia,lesions,no previous conditions,weight loss,weakness,coughing,anorexia,lesions,1
dog,bulldog,14.0,18.9,recent surgery,lethargy,anorexia,anorexia,diarrhea,coughing,recent surgery,lethargy,anorexia,anorexia,diarrhea,coughing,0
dog,boxer,0.9,16.1,previous kidney disease,partial paralysis,staggering as drunk,self mutilation,acting aggressive,acting unnaturally tame,previous kidney disease,partial paralysis,staggering as drunk,self mutilation,acting aggressive,acting unnaturally tame,0
dog,bulldog,7.0,23.4,chronic illness,lethargy,painfull to touch,sneezing,weight loss,pain,chronic illness,lethargy,painfull to touch,sneezing,weight loss,pain,0
dog,yorkshire terrier,10.4,6.6,vaccinated,sneezing,lethargy,lethargy,diarrhea,fever,vaccinated,sneezing,lethargy,lethargy,diarrhea,fever,0
dog,golden retriever,9.2,30.2,parasite history,fluif faeces on blood and muscle,sudden death,blooody fluid,red diarrhea,faeces are streake with blood,parasite history,fluif faeces on blood and muscle,sudden death,blooody fluid,red diarrhea,faeces are streake with blood,0
dog,beagle,1.3,17.1,dental issues,tremor,viability,coughing,anorexia,weight loss,dental issues,tremor,viability,coughing,anorexia,weight loss,0
dog,poodle,9.4,7.4,no previous conditions,weight loss,diarrhea,pain,diarrhea,weight loss,no previous conditions,weight loss,diarrhea,pain,diarrhea,weight loss,0
dog,labrador retriever,7.8,37.1,no previous conditions,fever,inflammed eye,sneezing,depression,limping,no previous conditions,fever,inflammed eye,sneezing,depression,limping,0
dog,beagle,11.1,24.1,allergies,bloody discharge,fever,diarrhea,recumbency,diarrhea,allergies,bloody discharge,fever,diarrhea,recumbency,diarrhea,0
dog,boxer,0.5,16.3,vaccinated,milk reduce,vomiting,sneezing,scartching ear,lesions on nose,vaccinated,milk reduce,vomiting,sneezing,scartching ear,lesions on nose,1
dog,poodle,5.4,4.0,chronic illness,lethargy,weakness,tremor,uncharacteristic hiding,fever,chronic illness,lethargy,weakness,tremor,uncharacteristic hiding,fever,0
dog,labrador retriever,3.4,44.8,previous kidney disease,fever,fever,aggressiveness,weakness,poor appetite,previous kidney disease,fever,fever,aggressiveness,weakness,poor appetite,0
dog,golden retriever,12.7,44.7,skin conditions history,fever,anorexia,excess sleeping,anorexia,weakness,skin conditions history,fever,anorexia,excess sleeping,anorexia,weakness,1
dog,german shepherd,11.8,30.5,recent surgery,weakness,weight loss,weight loss,anorexia,fever,recent surgery,weakness,weight loss,weight loss,anorexia,fever,0
dog,golden retriever,12.0,32.3,dental issues,vomiting,lethargy,weakness,fever,vomiting,dental issues,vomiting,lethargy,weakness,fever,vomiting,0
dog,rottweiler,3.8,25.0,no previous conditions,lethargy,scartching ear,anorexia,weakness,weight loss,no previous conditions,lethargy,scartching ear,anorexia,weakness,weight loss,0
dog,beagle,7.2,26.4,not vaccinated,diarrhea,weight loss,pain,anorexia,anorexia,not vaccinated,diarrhea,weight loss,pain,anorexia,anorexia,0
dog,boxer,0.5,23.3,parasite history,facial muscle twitching,coughing,coughing,pain,vomiting,parasite history,facial muscle twitching,coughing,coughing,pain,vomiting,1
dog,beagle,5.6,15.0,parasite history,pain,diarrhea,pain,sneezing,anemia,parasite history,pain,diarrhea,pain,sneezing,anemia,0
dog,beagle,5.5,27.7,dental issues,weight loss,vomiting,joint pain,diarrhea,diarrhea,dental issues,weight loss,vomiting,joint pain,diarrhea,diarrhea,0
dog,labrador retriever,5.3,34.4,no previous conditions,weight loss,weakness,anorexia,lethargy,fever,no previous conditions,weight loss,weakness,anorexia,lethargy,fever,0
dog,boxer,14.9,15.4,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge,no previous conditions,fever,tachypea,swelling of head and neck,anorexia,nasal discharge,0
dog,golden retriever,6.8,37.4,not vaccinated,pain,vomiting,coughing,pain,diarrhea,not vaccinated,pain,vomiting,coughing,pain,diarrhea,0
dog,golden retriever,5.2,40.1,allergies,lethargy,weakness,vomiting,pain,weakness,allergies,lethargy,weakness,vomiting,pain,weakness,0
dog,labrador retriever,2.6,41.3,skin conditions history,oedema,swelling of neck,swelling of face or leg,pain,weight loss,skin conditions history,oedema,swelling of neck,swelling of face or leg,pain,weight loss,1
dog,boxer,4.1,16.0,previous heart condition,vomiting,vomiting,diarrhea,vomiting,weight loss,previous heart condition,vomiting,vomiting,diarrhea,vomiting,weight loss,0
dog,labrador retriever,1.7,42.9,recent surgery,fever,chronic eye inflamation,poor appetite,lethargy,neurologic abnormalities,recent surgery,fever,chronic eye inflamation,poor appetite,lethargy,neurologic abnormalities,0
dog,rottweiler,0.8,38.4,previous kidney disease,short term lethargy,loss of  appetite,weekness in the back legs,rapid heart rate,week pulse,previous kidney disease,short term lethargy,loss of appetite,weekness in the back legs,rapid heart rate,week pulse,0
dog,poodle,8.6,9.7,previous kidney disease,weight loss,weight loss,fever,diarrhea,lethargy,previous kidney disease,weight loss,weight loss,fever,diarrhea,lethargy,0
dog,golden retriever,8.6,30.8,parasite history,fluif faeces on blood and muscle,sudden death,blooody fluid,red diarrhea,faeces are streake with blood,parasite history,fluif faeces on blood and muscle,sudden death,blooody fluid,red diarrhea,faeces are streake with blood,0
dog,golden retriever,8.4,35.3,no previous conditions,stop eating,stop drinking,change their normal behaviour,depression,pains,no previous conditions,stop eating,stop drinking,change their normal behaviour,depression,pains,0
