AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
dog,bulldog,6.0,21.6,chronic illness,weight loss,carcass decomposes,inability to stand,weakness,pain
dog,golden retriever,6.5,45.0,chronic illness,coughing,excess sleeping,lethargy,anorexia,diarrhea
dog,mixed breed,3.2,23.1,dental issues,sneezing,lethargy,anversion to light,torticollis,lethargy
dog,labrador retriever,9.6,28.5,vaccinated,loss in weight,emaciation,loss of appetite,weakness,diarrhoea
dog,boxer,1.7,30.3,previous heart condition,fever,difficulty breathing,enlarged lymph nodes or swelling,thrist and urination,weight loss
dog,labrador retriever,15.0,42.1,allergies,fever,red and inflammation ear,weight loss,lethargy,diarrhea
dog,german shepherd,6.1,33.6,allergies,fever,sneezing,green dropping,fever,weakness
dog,rottweiler,2.3,25.0,parasite history,difficulty breathing,fever,sneezing,coughing,lethargy
dog,yorkshire terrier,3.2,7.0,vaccinated,firm,coughing,fever,lethargy,excessive eye watering
dog,german shepherd,5.6,35.4,chronic illness,stillbirth,pain,abortion,weak kids,mummification
dog,beagle,7.2,26.8,recent surgery,difficulty moving and eating,sneezing,vomiting,anorexia,head tilt
dog,poodle,2.9,6.0,not vaccinated,coughing,rough hair coat,death,loss of appetite,jaundice
dog,labrador retriever,11.6,25.0,recent surgery,diarrhea,pain,sneezing,lethargy,vomiting
dog,beagle,2.3,21.7,no previous conditions,normal appetite,diarrhea,swelling may occur under jaw,weight loss,drop in milk production
dog,german shepherd,4.6,31.0,previous kidney disease,vomiting,pain,coughing,weakness,signs in ewe
dog,boxer,10.3,26.1,previous heart condition,diarrhea,anorexia,tender to touch,weight loss,anorexia
dog,labrador retriever,4.3,35.1,previous heart condition,epistaxis,pain,pain,lethargy,septic arthritis
dog,german shepherd,12.5,31.4,dental issues,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,bulldog,7.9,28.3,not vaccinated,fever,diarrhea,enteritis,weight loss,stomach  cramps
dog,german shepherd,2.7,27.1,chronic illness,fever,difficulty breathing,poor appetite,eye and skin change,unable to exercise
dog,labrador retriever,12.2,34.4,previous kidney disease,sneezing,diarrhea,lethargy,lack of coordination,weight loss
dog,poodle,13.5,3.0,skin conditions history,lethargy,pain,blue eye,coughing,fever
dog,bulldog,10.3,17.4,previous heart condition,fever,weakened legs,los of the ability to walk,mammary glads,fluif filled blisters
dog,rottweiler,5.8,31.1,chronic illness,weakness,coughing,pain,fever,pain
dog,poodle,8.7,4.0,recent surgery,weakness,abdominal destention,weight loss,gums,nesting behaviour
dog,german shepherd,2.7,37.1,allergies,vaginal discharge,sneezing,pain,coughing,vomiting
dog,rottweiler,5.9,38.3,allergies,coughing,lethargy,anorexia,vomiting,diarrhea
dog,golden retriever,5.2,28.5,recent surgery,pain,coughing,pain,lethargy,weight loss
dog,yorkshire terrier,5.3,7.5,dental issues,decreased milk,holding limbs off the ground,weight loss,lameness,wool production
dog,mixed breed,2.1,11.7,vaccinated,sneezing,undigested seeds,lethargy,lethargy,vomiting
dog,german shepherd,9.4,41.4,previous heart condition,vomiting,pain,pain,coughing,lethargy
dog,labrador retriever,5.3,27.4,recent surgery,diphtherictic,lethargy,raised growth or bump,weakness,sneezing
dog,bulldog,11.6,26.6,previous heart condition,diarrhea,weight loss,fever,coughing,lethargy
dog,labrador retriever,13.0,39.4,parasite history,diarrhea,sneezing,anorexia,anorexia,weakness
dog,rottweiler,1.8,38.7,no previous conditions,coughing,fever,weight loss,vomiting,willnot run to jump
dog,boxer,12.5,25.3,parasite history,pain,lethargy,fever,join pains,lethargy
dog,german shepherd,4.9,37.7,recent surgery,loss of appetite,thirst,ruffled feathers,closed eyes,diarrhea
dog,rottweiler,4.2,28.2,allergies,anorexia,feline infections,fever,vomiting,fever
dog,beagle,8.8,30.0,previous kidney disease,sleeping excessively,diarrhea,anorexia,appetite,diarrhea
dog,german shepherd,2.8,28.9,chronic illness,fever,difficulty breathing,poor appetite,eye and skin change,unable to exercise
dog,labrador retriever,0.5,25.0,previous heart condition,eye disharge,vomiting,erythema,lethargy,weight loss
dog,rottweiler,13.5,34.7,previous kidney disease,diarrhea,clouded cornea,sneezing,blue colored lip,fever
dog,mixed breed,8.5,5.3,parasite history,anorexia,vomiting,decreased growth of bone,seizuers,diarrhea
dog,mixed breed,10.3,5.0,previous kidney disease,pain,distress,weakness,lethargy,lethargy
dog,boxer,0.9,26.5,chronic illness,swollen,milk getting out more watery,hot udder,red-colored,milk getting out more thick
dog,german shepherd,12.6,31.4,recent surgery,pains,stop eating,stop drinking,change their normal behaviour,lameness
dog,poodle,0.5,8.2,parasite history,lethargy,pain,weakness,lethargy,pain
dog,beagle,0.9,19.2,not vaccinated,fever,loss of appetite,scartches,death,pains
dog,rottweiler,8.0,41.4,allergies,weakness,weight loss,sneezing,mouth lesion,sneezing
dog,poodle,14.1,5.9,chronic illness,weakness,weight loss,stealing,weight loss,fever
dog,yorkshire terrier,8.0,11.3,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss
dog,rottweiler,3.0,32.9,skin conditions history,pain,weakness,itchiness,pain,pain
dog,german shepherd,13.9,26.4,parasite history,weight loss,lesions on ear,diarrhea,sneezing,pain
dog,rottweiler,14.6,38.9,chronic illness,confusion,nasal discharge,dizziness and fainting,loss of alertness,bleeding from other parts of the body
dog,mixed breed,11.5,15.9,skin conditions history,weight loss,scartching ear,weight loss,lethargy,vomiting
dog,bulldog,11.7,20.5,vaccinated,lethargy,anorexia,lossened teeth,sneezing,fever
dog,mixed breed,3.9,34.7,allergies,anorexia,rubbing eye,paresis,fever,diarrhea
dog,rottweiler,11.7,45.0,previous kidney disease,lepatomegaly,swollen,vomiting,splenomegaly,shaking oh head
dog,poodle,8.9,9.9,not vaccinated,anorexia,diarrhea,anorexia,fever,weakness
dog,poodle,13.6,3.0,chronic illness,diarrhea,sneezing,anorexia,pox lesion,weight loss
dog,poodle,10.7,4.5,vaccinated,fever,willnot run to jump,weight loss,weakness,pain
dog,bulldog,13.3,20.0,vaccinated,vomiting,shallow breathing,pain,shivering,weight loss
dog,german shepherd,9.9,43.5,vaccinated,diarrhea,fever,lethargy,coughing,weakness
dog,labrador retriever,11.9,32.3,previous heart condition,vomiting,weight loss,morbidity,fever,beak overgrowth
dog,german shepherd,1.9,37.3,previous kidney disease,diarrhea,fever,weight loss,weight loss,pain
dog,bulldog,4.2,20.8,no previous conditions,weakness,pain,sneezing,sneezing,lack of vocalizations
dog,yorkshire terrier,9.9,6.9,parasite history,fever,weightloss,dyspnea,coughing,lethargy
dog,rottweiler,3.1,45.0,recent surgery,diarrhea,acting unnaturally tame,sore,anorexia,weakness
dog,rottweiler,3.0,37.8,vaccinated,coughing,pain,anorexia,fever,weight loss
dog,boxer,0.9,26.5,chronic illness,puffed_up feather,seizures,headache,half-closed eye,less eat
dog,rottweiler,9.5,42.4,recent surgery,apathy,depression,dilation of duodenum,cloacal pasting,congestion
dog,poodle,9.1,7.7,no previous conditions,fever,fever,coughing,skin colour change,discharge from ear
dog,german shepherd,3.9,41.8,skin conditions history,fever,loss of  appetite,reduce energy,lameness,swelling of joints
dog,labrador retriever,10.6,44.5,not vaccinated,abortion on late pregancy,stillbirth,retained placenda,endomeritis,decrease appetite
dog,mixed breed,11.9,25.5,recent surgery,nible at their wool,sneezing,weight loss,anorexia,diarrhea
dog,bulldog,9.4,27.8,no previous conditions,fever,loss of  appetite,coughing,lethargy,joint pain
dog,boxer,14.8,18.2,dental issues,overweight,depression,loss of appetite,ruffled feathers,diarrhea
dog,german shepherd,1.3,32.0,previous kidney disease,vomiting,anorexia,sneezing,weight loss,sneezing
dog,mixed breed,5.6,26.1,no previous conditions,vomiting,weight loss,pain,inflammation,weakness
dog,beagle,7.7,27.6,skin conditions history,puffed_up feather,weight loss,diarrhea,fever,diarrhea
dog,golden retriever,9.8,27.1,recent surgery,fever,respiratory distress,mucous discharge,reduce feed,weight gain
dog,yorkshire terrier,4.1,7.3,chronic illness,nosebleed,fever,fever,coughing,inability to stand
dog,rottweiler,8.7,37.2,recent surgery,apathy,depression,dilation of duodenum,cloacal pasting,congestion
dog,mixed breed,9.9,22.3,skin conditions history,fever,anorexia,fever,fever,sneezing
dog,german shepherd,8.7,37.3,recent surgery,swollen lymph nodes,difficulty walking,watery stool,lethargy,vaginal discharge
dog,golden retriever,0.8,37.2,skin conditions history,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose
dog,yorkshire terrier,11.9,5.5,dental issues,dribbling of saliva,fever,moist and painfull,inability of swalllon feeding,difficulty in breathing
dog,yorkshire terrier,11.5,8.3,previous kidney disease,vomiting,vomiting,anorexia,coughing,weakness
dog,golden retriever,2.9,42.3,parasite history,sudden death,seizuers,hyperesthesia,respiratory distress,fever
dog,bulldog,4.4,24.7,previous kidney disease,fever,diarrhea,vomiting,stomach cramps,nausea
dog,poodle,2.9,5.3,not vaccinated,jaundice,loss of appetite,rough hair coat,coughing,death
dog,rottweiler,6.5,29.4,vaccinated,pains,pawing at bedding,stealing,isolation from flock,nesting behaviour
dog,bulldog,6.3,24.7,vaccinated,fever,loss of appetite,lameness,rump,weight loss
dog,boxer,10.0,26.7,dental issues,weight loss,fever,production of mucus,coughing,paresis
dog,rottweiler,8.1,30.8,not vaccinated,sneezing,lethargy,diarrhea,vomiting,oedema
dog,poodle,3.2,4.8,previous kidney disease,lethargy,anorexia,half-closed eye,dirty,lethargy
dog,poodle,3.6,4.4,vaccinated,coughing,fever,vomiting,depression,vomiting
dog,bulldog,11.5,19.8,no previous conditions,paresis,paralysis,weakness,stomach cramps,diarrhea
dog,yorkshire terrier,11.9,4.1,previous kidney disease,pox lession on skin,fever,skin reashes,mortality varies,nasal discharge
dog,labrador retriever,11.4,34.9,parasite history,weight loss,weakness,lethargy,coughing,anorexia
dog,golden retriever,8.8,30.0,chronic illness,continuous loss of weight,sneezing,fever,pain,pain
dog,yorkshire terrier,8.7,5.8,previous heart condition,diarrhea,pain,vomiting,occular discharge,fever
dog,beagle,7.6,22.7,dental issues,coughing,weakness,lethargy,fever,anorexia
dog,boxer,3.8,18.1,no previous conditions,unable to eat,lossened teeth,bloody drool,facial swelling,abdominal pain
dog,german shepherd,13.8,28.7,recent surgery,production of mucus,"facial swelling,",coughing,fatigue,panting
dog,golden retriever,2.4,31.3,skin conditions history,fluif faeces on blood and muscle,sudden death,blooody fluid,red diarrhea,faeces are streake with blood
dog,german shepherd,5.8,26.2,not vaccinated,hair loss,dandruff,darkened skin,crusting of the skin,ulcerated skin
dog,boxer,2.3,15.0,chronic illness,sneezing,diarrhea,coughing,vomiting,diarrhea
dog,bulldog,7.0,22.8,previous heart condition,diarrhea,vomiting,pain,weight loss,vomiting
dog,rottweiler,8.7,26.4,vaccinated,coughing,difficulty in breathing,fever,sneezing,rub
dog,golden retriever,9.6,45.0,no previous conditions,weight loss,coughing,facial edema,eye discharges,fever
dog,labrador retriever,7.2,25.3,previous heart condition,bluish white opacity,aversion to light,tear produce,blindness,weakness
dog,boxer,2.7,24.2,skin conditions history,lesions in the nasal cavity,lesions on nose,nose bleeds,noisy breathing,lesions on nose
dog,mixed breed,6.5,13.2,skin conditions history,death,muscular spasms,hyperexcitability,gums,pains
dog,poodle,2.7,5.5,previous kidney disease,fever,anorexia,production of mucus,weakness,anorexia
dog,golden retriever,2.8,33.7,no previous conditions,pain,appetite,ruffled coat,pain,viability
dog,boxer,10.2,23.3,skin conditions history,diarrhea,vomiting,vomiting,lethargy,pain
dog,bulldog,2.5,18.4,dental issues,rhinitis,pain,anorexia,changes in outer layer skin,weight loss
dog,labrador retriever,6.4,31.0,skin conditions history,diarrhea,facial defects,fever,vomiting,anorexia
dog,german shepherd,8.7,43.1,recent surgery,lethargy,weakness,diarrhea,pain,lack of pigmentation
dog,beagle,2.3,20.2,recent surgery,inappentence,tremors of the head,weight loss,diarrhea,dehydration
dog,golden retriever,2.2,39.1,no previous conditions,anorexia,lethargy,coughing,anorexia,anorexia
dog,yorkshire terrier,5.4,8.2,not vaccinated,anorexia,lethargy,weakness,diarrhea,anorexia
dog,rottweiler,0.5,31.1,not vaccinated,papules appear on teats anad udder,weight loss,air sacculitis,weakness,anorexia
dog,golden retriever,6.6,40.2,previous heart condition,droopy wings,droopy wings,cough,twisted neck,sneeze
dog,boxer,1.0,18.3,not vaccinated,diarrhea,diarrhea,weakness,diarrhea,weight loss
dog,german shepherd,15.0,42.2,no previous conditions,fever,lethargy,fatigue,lame,sneezing
dog,labrador retriever,7.9,32.3,vaccinated,anorexia,weakness,weight loss,vomiting,weakness
dog,rottweiler,6.9,34.8,previous heart condition,thick crusting,anorexia,weight loss,lying on the side,weight loss
dog,german shepherd,10.5,33.4,recent surgery,dyspnea,difficulty in breathing,coughing,lethargy,nasal discharge
dog,rottweiler,1.6,38.6,parasite history,beak overgrowth,sweating,diarrhea,half-closed eye,weakness
dog,german shepherd,8.7,45.0,no previous conditions,bubbles in the mouth,sneezing,lethargy,pain,pain
dog,mixed breed,5.0,6.4,previous kidney disease,reluctant move,loss of appetite,lameness,death,weakness
dog,poodle,11.3,4.4,dental issues,lethargy,anorexia,lethargy,sour throat,anorexia
dog,poodle,9.3,5.9,allergies,anorexia,diarrhea,pain,warm,weight loss
dog,poodle,15.0,4.8,skin conditions history,weakness,weight loss,vomiting,vomiting,lethargy
dog,yorkshire terrier,5.8,3.4,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,german shepherd,13.6,43.5,previous kidney disease,restlessness,weakness,blue straws,death,pain
dog,bulldog,9.7,25.9,no previous conditions,fever,loss of  appetite,coughing,lethargy,joint pain
dog,labrador retriever,10.0,28.5,parasite history,hemopytsis,diarrhea,asymptomatic,death,epistaxis
dog,poodle,4.6,6.6,vaccinated,coughing,anorexia,loss of eat,weakness,pain
dog,german shepherd,15.0,42.5,previous kidney disease,fever,milk getting out more watery,coughing,lethargy,anorexia
dog,mixed breed,2.0,26.9,parasite history,facial swelling,bloody drool,foul breath,unable to eat,lossened teeth
dog,mixed breed,12.3,33.2,not vaccinated,diarrhea,weakness,coughing,skin colour change,anorexia
dog,labrador retriever,12.6,27.1,chronic illness,fever,diarrhea,abdominal pain,stiffness,severe weekness and depression
dog,poodle,8.9,6.8,vaccinated,fever,death,coughing,dyspnea,anorexia
dog,boxer,3.5,14.5,chronic illness,facial swelling,bloody drool,abdominal pain,unable to eat,lossened teeth
dog,beagle,13.6,29.6,no previous conditions,watering,no appp,vomiting,lethargy,dehydration
dog,rottweiler,13.6,35.0,skin conditions history,lethargy,weight loss,coughing,lethargy,pain
dog,golden retriever,12.9,29.8,recent surgery,gastritis,discharge,respiratory noise,sneezing,pain
dog,beagle,2.3,19.8,recent surgery,diarrhea,weight loss,dehydration,tremors of the head,inappentence
dog,yorkshire terrier,13.3,7.9,no previous conditions,fever,weakened legs,los of the ability to walk,weight loss,lameness
dog,golden retriever,1.8,44.7,parasite history,fever,dysentery,swelling,immediate death,pain
dog,poodle,4.5,6.9,skin conditions history,sneezing,sneezing,diarrhea,throat and ear pain,weakness
dog,boxer,12.9,22.1,previous heart condition,lethargy,sneezing,diarrhea,lethargy,lethargy
dog,yorkshire terrier,2.9,6.7,chronic illness,watering of eyes,diarrhea,lethargy,gas,anorexia
dog,poodle,8.4,4.6,previous kidney disease,weight loss,red tinge,pain,pain,sneezing
dog,golden retriever,3.7,35.9,chronic illness,dyspnea,difficulty in breathing,coughing,lethargy,nasal discharge
dog,poodle,2.7,10.0,skin conditions history,coughing,anorexia,fever,fever,pink eye
dog,poodle,4.1,9.6,not vaccinated,sneezing,pain,pain,weight loss,diarrhea
dog,mixed breed,5.9,11.4,skin conditions history,diarrhea,fever,lethargy,coughing,lethargy
dog,german shepherd,6.0,27.0,not vaccinated,slim over the shell,prostrat,weight loss,anorexia,anorexia
dog,german shepherd,8.0,25.0,previous kidney disease,yellowish discharge,vomiting,weight loss,lethargy,weakness
dog,golden retriever,12.4,45.0,vaccinated,vomiting,weight loss,lethargy,weight loss,weakness
dog,mixed breed,8.3,7.2,no previous conditions,sneezing,lethargy,strong cough,runny nose,loss of appettite
dog,rottweiler,8.4,29.2,dental issues,heavy breathing,yellow in beak,tail_bobbing,weakness,sleeping excessively
dog,rottweiler,9.7,25.0,previous kidney disease,pain,dull ness,fever,weight loss,weakness
dog,mixed breed,6.6,18.4,no previous conditions,diarrhea,pot belly,weight loss,tarry stool,vomiting
dog,german shepherd,9.6,30.1,skin conditions history,fever,nasal discharge,respiratory distress,pox lesion,pain
dog,boxer,4.0,19.0,previous heart condition,lethargy,diarrhea,vomiting,throat and ear pain,walking problem
dog,rottweiler,5.8,43.1,chronic illness,sneezing,diarrhea,anorexia,weight loss,vomiting
dog,german shepherd,14.0,36.2,skin conditions history,pain,coughing,vomiting,iris prolapse,moist
dog,golden retriever,10.2,35.6,allergies,fatty stool,diarrhea,vomiting,weight loss,pain
dog,beagle,5.3,23.4,recent surgery,facial swelling,egg production decreases,stunted growth,blindness,distinctive bumps
dog,yorkshire terrier,12.6,8.8,skin conditions history,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,poodle,1.2,8.8,dental issues,cessation of eructation,difficulty in breathing,depression,anorexia,colic
dog,mixed breed,9.6,8.8,no previous conditions,fever,weakened legs,los of the ability to walk,weight loss,lameness
dog,labrador retriever,9.0,34.5,not vaccinated,enlarged thymus,obstructed lungs,lethargy,skin rashes,weight loss
dog,bulldog,8.7,24.0,chronic illness,lethargy,pain,anorexia,diarrhea,diarrhea
dog,bulldog,5.7,30.0,parasite history,pain,weight loss,lethargy,diarrhea,weight loss
dog,labrador retriever,10.8,34.7,recent surgery,limping,skin colour change,flabby,raw,sensitive to touch
dog,golden retriever,3.8,33.9,chronic illness,dyspnea,difficulty in breathing,coughing,lethargy,nasal discharge
dog,boxer,3.2,15.4,skin conditions history,swelling of udder,change in milk,swollen,tender to touch,pain
dog,yorkshire terrier,8.6,4.9,previous heart condition,diarrhea,weakness,weakness,pox lession on skin,pain
dog,labrador retriever,2.7,37.5,chronic illness,radip onset,stiff,muscle trembling,weakness,death
dog,labrador retriever,9.3,30.2,allergies,hyperaestesia,coughing,pain,weight loss,sneezing
dog,yorkshire terrier,8.7,6.4,allergies,anorexia,diarrhea,coughing,weight loss,fever
dog,rottweiler,6.9,25.0,vaccinated,weight loss,anorexia,fever,wool is clumped,pains to walk
dog,poodle,4.3,5.1,previous kidney disease,weight loss,lethargy,weakness,vomiting,joint pain
dog,boxer,13.4,13.4,vaccinated,bloody drool,lossened teeth,foul breath,facial swelling,unable to eat
dog,german shepherd,7.9,37.8,parasite history,oedema,diarrhea,weakness,sneezing,sneezing
dog,labrador retriever,6.2,36.4,no previous conditions,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,mixed breed,4.8,23.3,recent surgery,diarrhea,diarrhea,anorexia,diarrhea,diarrhea
dog,rottweiler,9.3,43.1,no previous conditions,eye redness,frequent eye infections,crusty eye lashes and matting of eyelashes,foul smelling stools,increased passing gas
dog,labrador retriever,8.7,36.6,skin conditions history,fever,inflammed eye,sneezing,depression,limping
dog,bulldog,3.4,19.4,allergies,watery diarrhea dispropotion,sick,corneal ulceration,loss of appetite,death
dog,boxer,3.2,16.2,previous kidney disease,swelling of udder,change in milk,swollen,tender to touch,pain
dog,mixed breed,11.8,22.1,recent surgery,fever,diarrhea,weight loss,coughing,lethargy
dog,bulldog,10.9,17.4,vaccinated,fever,coughing,anorexia,pain,coughing
dog,bulldog,8.0,17.0,skin conditions history,pain,pain,pain,vomiting,weakness
dog,bulldog,2.0,21.0,skin conditions history,extreme thirst,bloody discharge,loss of appetite,inability to fly,loss of wariness
dog,boxer,7.3,27.7,previous kidney disease,watery diarrhea dispropotion,sick,corneal ulceration,loss of appetite,death
dog,german shepherd,0.5,41.9,allergies,sneezing,anorexia,lethargy,mortality,blood in urine
dog,golden retriever,4.9,29.7,vaccinated,anorexia,anorexia,sneezing,vomiting,anorexia
dog,bulldog,13.5,22.9,not vaccinated,limping,willnot run to jump,swelling,week legs,pain on leg
dog,poodle,10.1,9.6,allergies,anorexia,respiratory noise,fever,ruffled feathers,coughing
dog,boxer,7.3,29.7,not vaccinated,anorexia,skin infection,weight loss,weakness,weakness
dog,yorkshire terrier,4.8,7.9,parasite history,decreased milk,holding limbs off the ground,weight loss,lameness,wool production
dog,yorkshire terrier,10.2,9.8,vaccinated,mortality varies,lethargy,egg production decreases,lethargy,lethargy
dog,labrador retriever,9.2,31.5,allergies,coughing,yellowish discharge,chronic eye inflamation,pain,sneezing
dog,poodle,3.1,4.8,skin conditions history,excessive blood loss,dizziness and fainting,blurry vision,watery eyes,slow growth
dog,poodle,12.0,6.6,previous heart condition,coughing,diarrhea,pain,vomiting,diarrhea
dog,beagle,15.0,29.7,chronic illness,rubbing eye,weakness,diarrhea,joint pain,lethargy
dog,mixed breed,9.0,32.3,not vaccinated,most often none,sneezing,nasal discharge,dyspnea,pain
dog,german shepherd,13.1,44.9,previous kidney disease,restlessness,weakness,blue straws,death,pain
dog,yorkshire terrier,8.3,6.8,skin conditions history,weight loss,weakness,swollen comb,vomiting,most often none
dog,labrador retriever,10.1,41.2,chronic illness,fever,pain,anorexia,high moratality,diarrhea
dog,yorkshire terrier,8.0,7.0,not vaccinated,vomiting,neck paralysis,diarrhea,anorexia,coughing
dog,boxer,13.4,15.5,allergies,heat,anorexia,wheezing,diarrhea,anorexia
dog,poodle,10.5,6.5,vaccinated,depression,anorexia,coughing,dyspnea,neurologic sign
dog,beagle,4.7,15.7,allergies,weakness,decreased stool production,distended stomach,heavy breathing,restless movement
dog,mixed breed,9.6,9.3,recent surgery,fever,weakened legs,los of the ability to walk,weight loss,lameness
dog,beagle,12.1,19.3,previous kidney disease,agalactia,tear production,teeth griding,anorexia,muscle pain
dog,yorkshire terrier,9.7,4.4,no previous conditions,lethargy,diarrhea,lethargy,sinuses,coughing
dog,poodle,8.0,3.4,parasite history,pyrexia,oral lesion,swelling,lameness,death
dog,beagle,3.3,15.5,skin conditions history,swollen,testical pain,itches,bloody discharge,tenderness
dog,beagle,8.8,23.7,vaccinated,fever,diarrhea,depression,scratches,weight loss
dog,labrador retriever,11.2,34.5,not vaccinated,pains,malpresentation,uteria inertia,fetopelvic dispropotion,death
dog,rottweiler,4.1,25.0,skin conditions history,lethargy,pain,pain,sneezing,weakness
dog,mixed breed,0.5,40.0,allergies,anorexia,vomiting,weight loss,coughing,gagging
dog,german shepherd,10.4,42.7,previous heart condition,pnemonia,coughing,fever,lethargy,vomiting
dog,boxer,14.0,26.8,dental issues,anorexia,weight loss,speech delay,pain,coughing
dog,bulldog,6.9,18.8,skin conditions history,scartch,scabs,hair loss,scaly patches of skin,sore
dog,poodle,4.5,7.9,not vaccinated,loss od appetite,wheezing,seizuers,skin rashes,fatique
dog,beagle,9.3,16.2,chronic illness,fetopelvic dispropotion,uteria inertia,malpresentation,death,pains
dog,boxer,4.4,23.8,previous heart condition,pain,anorexia,lethargy,weight loss,lethargy
dog,boxer,9.8,24.0,chronic illness,fever,tiredness,headache,skin rashes,pain
dog,german shepherd,10.1,40.6,previous kidney disease,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression
dog,labrador retriever,15.3,36.1,allergies,tiredness,coughing,fever,pains,diarrhea
dog,labrador retriever,4.3,33.2,no previous conditions,nausea,loss of appetite,firm,distended stomach,vomiting
dog,boxer,6.8,26.4,no previous conditions,weight loss,weakness,diarrhea,vomiting,coughing
dog,boxer,6.3,15.0,chronic illness,lethargy,weight loss,weight loss,feels stiff,weight loss
dog,bulldog,11.6,28.2,recent surgery,swollen,testical pain,itches,bloody discharge,tenderness
dog,beagle,9.0,26.0,chronic illness,stripped remiges,less feather growth,ruffled feathers,defienciency in vitamin,diarrhea
dog,golden retriever,0.8,41.4,parasite history,bad breath,pawing at the face or nose,cough,sneezing,bleeding from the nose
dog,mixed breed,0.9,8.1,allergies,pains,difficulty in breathing,lethargy,fever,death
dog,beagle,5.1,30.0,allergies,weight loss,coughing,sneezing,vomiting,muscle trembling
dog,beagle,11.8,23.4,previous heart condition,pain,hydrophobia,diarrhea,pain,fever
dog,golden retriever,5.9,41.8,previous kidney disease,diarrhea,anorexia,weakness,sneezing,lethargy
dog,mixed breed,8.1,8.0,no previous conditions,strong cough,runny nose,sneezing,lethargy,loss of appettite
dog,golden retriever,2.9,30.0,previous heart condition,weight loss,exercise in tolerance,sneezing,bad smell,sneezing
dog,labrador retriever,11.5,35.3,parasite history,barren ewes,sneezing,pain,vomiting,sneezing
dog,yorkshire terrier,12.4,6.7,no previous conditions,weakened legs,fever,lameness,los of the ability to walk,weight loss
dog,labrador retriever,2.8,34.6,previous heart condition,lethargy,diarrhea,lameness,diarrhea,sneezing
dog,poodle,6.5,6.6,chronic illness,pain,skin rashes,fever,headache,tiredness
dog,mixed breed,1.4,9.5,not vaccinated,change their normal behaviour,diarrhea,stop eating,pains,stop drinking
dog,labrador retriever,14.9,37.4,dental issues,coughing,unilateral nasal discharge,pain,anorexia,weight loss
dog,beagle,6.7,25.6,recent surgery,strong cough,lethargy,darkened skin,loss of appettite,runny nose
dog,golden retriever,13.7,38.5,dental issues,watering diarrhea,depression,emaciation,ruffled coat,lethargy
dog,yorkshire terrier,6.9,6.8,previous heart condition,fever,depression,facial paralysis,lack of coordination,salivation
dog,mixed breed,8.2,40.0,parasite history,sneezing,pain,pain,lethargy,anorexia
dog,boxer,4.4,17.6,parasite history,diarrhea with muscus,tensemus,watery stool,flatulence,pains
dog,golden retriever,2.2,38.6,previous heart condition,lethargy,weight loss,weakness,anorexia,sneezing
dog,german shepherd,12.2,33.8,previous heart condition,vomiting,fever,anorexia,coughing,lethargy
dog,yorkshire terrier,11.1,5.2,vaccinated,malpresentation,fetopelvic dispropotion,uteria inertia,death,pains
dog,poodle,16.2,7.1,chronic illness,fever,loss of  appetite,coughing,lethargy,joint pain
dog,poodle,12.6,5.2,chronic illness,coughing,anorexia,pain,diarrhea,anorexia
dog,golden retriever,1.1,31.3,previous heart condition,fever,respiratory distress,occular discharge,mouth lesion,nasal discharge
dog,yorkshire terrier,15.0,3.0,skin conditions history,sneezing,coughing,anorexia,fever,lethargy
dog,golden retriever,14.8,36.0,dental issues,fast breathing,death,pains,fetopelvic dispropotion,uteria inertia
dog,bulldog,1.7,28.0,skin conditions history,fever,pox lession on skin,skin reashes,nasal discharge,mortality varies
dog,labrador retriever,1.0,27.4,no previous conditions,cessation of eructation,abnormal behaviour,sharp feather,fever,broody behavior
dog,rottweiler,8.0,26.5,dental issues,fever,difficulty in breathing,sneezing,coughing,rub
dog,rottweiler,2.1,21.9,allergies,fever,difficulty breathing,coughing,lethargy,sneezing
dog,mixed breed,13.8,33.4,previous heart condition,lllthrift,skin lesion,lameness,swelling on thebody,weight loss
dog,beagle,4.6,22.8,skin conditions history,egg production decreases,blindness,distinctive bumps,stunted growth,facial swelling
dog,beagle,2.3,18.2,recent surgery,inappentence,diarrhea,tremors of the head,dehydration,weight loss
dog,golden retriever,8.3,22.3,parasite history,fever,uncharacteristic hiding,depression,dehydration,stopped eat
dog,rottweiler,10.8,44.6,previous kidney disease,lepatomegaly,splenomegaly,vomiting,swollen,shaking oh head
dog,bulldog,8.5,16.3,allergies,fever,death,coughing,dyspnea,anorexia
dog,labrador retriever,2.3,39.4,no previous conditions,poor immune function,achomotrica,dehydration,death,pains
dog,bulldog,12.3,17.9,no previous conditions,paresis,paralysis,weakness,stomach cramps,diarrhea
dog,yorkshire terrier,2.6,4.1,no previous conditions,uteria inertia,death,fetopelvic dispropotion,pains,malpresentation
